Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2018-07-14 12:54:03;"Trening 1";"Triceps Dip";3;5;kg;10;;;;0;;;1h 23m
2018-07-14 12:54:03;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 23m
2018-07-14 12:54:03;"Trening 1";"Plank";2;;;;;;km;60;;;1h 23m
2018-07-14 12:54:03;"Trening 1";"Plank";3;;;;;;km;60;;;1h 23m
2018-07-14 12:54:03;"Trening 1";"Hanging Knee Raise";1;;;14;;;;0;"";;1h 23m
2018-07-14 12:54:03;"Trening 1";"Hanging Knee Raise";2;;;14;;;;0;;;1h 23m
2018-07-14 12:54:03;"Trening 1";"Hanging Knee Raise";3;;;14;;;;0;;;1h 23m
2018-07-18 16:45:16;"Trening 2";"Deadlift (Barbell)";1;60;kg;5;;;;0;"";"";1h 22m
2018-07-18 16:45:16;"Trening 2";"Deadlift (Barbell)";2;55;kg;6;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Deadlift (Barbell)";3;50;kg;8;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Deadlift (Barbell)";4;45;kg;8;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bent Over Row (Barbell)";1;65;kg;5;;;;0;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bent Over Row (Barbell)";2;60;kg;6;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bent Over Row (Barbell)";3;55;kg;8;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bent Over Row (Barbell)";4;50;kg;8;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Pull Up";1;0;kg;10;;;;0;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Pull Up";2;0;kg;7;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Pull Up";3;0;kg;5;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Pull Up";4;0;kg;5;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bench Press (Dumbbell)";1;22,5;kg;10;;;;0;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bench Press (Dumbbell)";2;22,5;kg;10;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bench Press (Dumbbell)";3;22,5;kg;8;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bicep Curl (Dumbbell)";1;10;kg;12;;;;0;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bicep Curl (Dumbbell)";2;10;kg;10;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Bicep Curl (Dumbbell)";3;10;kg;9;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Plank";1;;;;;;km;60;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Plank";2;;;;;;km;60;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Plank";3;;;;;;km;60;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Cable Crunch";1;40;kg;12;;;;0;"";;1h 22m
2018-07-18 16:45:16;"Trening 2";"Cable Crunch";2;40;kg;12;;;;0;;;1h 22m
2018-07-18 16:45:16;"Trening 2";"Cable Crunch";3;40;kg;12;;;;0;;;1h 22m
2018-07-19 14:51:07;"Trening 1";"Bench Press (Barbell)";1;72,5;kg;5;;;;0;"";"";1h 27m
2018-07-19 14:51:07;"Trening 1";"Bench Press (Barbell)";2;67,5;kg;6;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Bench Press (Barbell)";3;62,5;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Bench Press (Barbell)";4;60;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Overhead Press (Barbell)";1;45;kg;5;;;;0;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Overhead Press (Barbell)";2;40;kg;6;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Overhead Press (Barbell)";3;35;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Overhead Press (Barbell)";4;30;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Squat (Barbell)";1;45;kg;5;;;;0;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Squat (Barbell)";2;45;kg;6;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Squat (Barbell)";3;40;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Squat (Barbell)";4;40;kg;8;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;8;;;;0;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;7;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Triceps Dip";1;8;kg;12;;;;0;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Triceps Dip";2;8;kg;12;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Triceps Dip";3;8;kg;12;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Plank";2;;;;;;km;60;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Plank";3;;;;;;km;60;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Hanging Knee Raise";1;;;15;;;;0;"";;1h 27m
2018-07-19 14:51:07;"Trening 1";"Hanging Knee Raise";2;;;15;;;;0;;;1h 27m
2018-07-19 14:51:07;"Trening 1";"Hanging Knee Raise";3;;;14;;;;0;;;1h 27m
2018-07-22 11:00:18;"Trening 2";"Deadlift (Barbell)";1;65;kg;5;;;;0;"";"";1h 23m
2018-07-22 11:00:18;"Trening 2";"Deadlift (Barbell)";2;60;kg;6;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Deadlift (Barbell)";3;55;kg;8;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Deadlift (Barbell)";4;50;kg;8;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bent Over Row (Barbell)";1;50;kg;5;;;;0;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bent Over Row (Barbell)";2;45;kg;6;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bent Over Row (Barbell)";3;40;kg;8;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bent Over Row (Barbell)";4;35;kg;8;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Pull Up";1;0;kg;9;;;;0;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Pull Up";2;0;kg;7;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Pull Up";3;0;kg;7;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Pull Up";4;0;kg;6;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bench Press (Dumbbell)";1;22,5;kg;10;;;;0;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bench Press (Dumbbell)";2;22,5;kg;10;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bench Press (Dumbbell)";3;22,5;kg;8;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bicep Curl (Dumbbell)";1;10;kg;12;;;;0;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bicep Curl (Dumbbell)";2;10;kg;12;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Bicep Curl (Dumbbell)";3;10;kg;10;;;;0;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Plank";1;;;;;;km;60;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Plank";2;;;;;;km;60;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Plank";3;;;;;;km;60;;;1h 23m
2018-07-22 11:00:18;"Trening 2";"Ab Wheel";1;0;kg;6;;;;0;"";;1h 23m
2018-07-22 11:00:18;"Trening 2";"Ab Wheel";2;0;kg;10;;;;0;;;1h 23m
2018-07-24 10:01:25;"Trening 1";"Bench Press (Barbell)";1;72,5;kg;4;;;;0;"";"";1h 34m
2018-07-24 10:01:25;"Trening 1";"Bench Press (Barbell)";2;70;kg;5;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Bench Press (Barbell)";3;65;kg;7;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Bench Press (Barbell)";4;60;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Overhead Press (Barbell)";1;45;kg;5;;;;0;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Overhead Press (Barbell)";2;40;kg;6;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Overhead Press (Barbell)";3;35;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Overhead Press (Barbell)";4;30;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Squat (Barbell)";1;50;kg;5;;;;0;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Squat (Barbell)";2;50;kg;6;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Squat (Barbell)";3;45;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Squat (Barbell)";4;45;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;9;;;;0;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;8;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Triceps Dip";1;10;kg;12;;;;0;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Triceps Dip";2;10;kg;12;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Triceps Dip";3;10;kg;12;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Plank";2;;;;;;km;60;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Plank";3;;;;;;km;60;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Hanging Knee Raise";1;;;15;;;;0;"";;1h 34m
2018-07-24 10:01:25;"Trening 1";"Hanging Knee Raise";2;;;14;;;;0;;;1h 34m
2018-07-24 10:01:25;"Trening 1";"Hanging Knee Raise";3;;;12;;;;0;;;1h 34m
2018-07-28 10:53:33;"Trening 2";"Deadlift (Barbell)";1;70;kg;5;;;;0;"";"";2h 6m
2018-07-28 10:53:33;"Trening 2";"Deadlift (Barbell)";2;65;kg;6;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Deadlift (Barbell)";3;60;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Deadlift (Barbell)";4;55;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bent Over Row (Barbell)";1;50;kg;5;;;;0;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bent Over Row (Barbell)";2;45;kg;6;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bent Over Row (Barbell)";3;40;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bent Over Row (Barbell)";4;40;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Pull Up";1;0;kg;8;;;;0;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Pull Up";2;0;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Pull Up";3;0;kg;8;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Pull Up";4;0;kg;7;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bench Press (Dumbbell)";1;22,5;kg;10;;;;0;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bench Press (Dumbbell)";2;22,5;kg;10;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bench Press (Dumbbell)";3;22,5;kg;9;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bicep Curl (Dumbbell)";1;10;kg;12;;;;0;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bicep Curl (Dumbbell)";2;10;kg;12;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Bicep Curl (Dumbbell)";3;10;kg;12;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Plank";1;;;;;;km;7;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Plank";2;;;;;;km;60;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Plank";3;;;;;;km;60;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Cable Crunch";1;40;kg;12;;;;0;"";;2h 6m
2018-07-28 10:53:33;"Trening 2";"Cable Crunch";2;40;kg;12;;;;0;;;2h 6m
2018-07-28 10:53:33;"Trening 2";"Cable Crunch";3;40;kg;12;;;;0;;;2h 6m
2018-07-31 14:00:17;"Trening 1";"Bench Press (Barbell)";1;72,5;kg;5;;;;0;"";"";1h 32m
2018-07-31 14:00:17;"Trening 1";"Bench Press (Barbell)";2;70;kg;6;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Bench Press (Barbell)";3;65;kg;8;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Bench Press (Barbell)";4;60;kg;8;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Overhead Press (Barbell)";1;45;kg;5;;;;0;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Overhead Press (Barbell)";2;42,5;kg;6;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Overhead Press (Barbell)";3;40;kg;6;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Overhead Press (Barbell)";4;35;kg;8;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Squat (Barbell)";1;55;kg;5;;;;0;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Squat (Barbell)";2;50;kg;6;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Squat (Barbell)";3;47,5;kg;8;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Squat (Barbell)";4;45;kg;8;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;9;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Triceps Dip";1;12;kg;12;;;;0;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Triceps Dip";2;12;kg;12;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Triceps Dip";3;12;kg;12;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Plank";2;;;;;;km;60;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Plank";3;;;;;;km;60;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Hanging Knee Raise";1;;;15;;;;0;"";;1h 32m
2018-07-31 14:00:17;"Trening 1";"Hanging Knee Raise";2;;;12;;;;0;;;1h 32m
2018-07-31 14:00:17;"Trening 1";"Hanging Knee Raise";3;;;15;;;;0;;;1h 32m
2018-08-02 10:21:50;"Trening 2";"Deadlift (Barbell)";1;75;kg;5;;;;0;"";"";1h 28m
2018-08-02 10:21:50;"Trening 2";"Deadlift (Barbell)";2;70;kg;6;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Deadlift (Barbell)";3;65;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Deadlift (Barbell)";4;60;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bent Over Row (Barbell)";1;52,5;kg;5;;;;0;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bent Over Row (Barbell)";2;47,5;kg;6;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bent Over Row (Barbell)";3;42,5;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bent Over Row (Barbell)";4;40;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Pull Up";1;0;kg;8;;;;0;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Pull Up";2;0;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Pull Up";3;0;kg;8;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Pull Up";4;0;kg;5;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bench Press (Dumbbell)";1;22,5;kg;10;;;;0;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bench Press (Dumbbell)";2;22,5;kg;10;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bench Press (Dumbbell)";3;22,5;kg;10;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bicep Curl (Dumbbell)";1;10;kg;12;;;;0;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bicep Curl (Dumbbell)";2;10;kg;12;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Bicep Curl (Dumbbell)";3;10;kg;12;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Plank";1;;;;;;km;60;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Plank";2;;;;;;km;60;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Plank";3;;;;;;km;60;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Cable Crunch";1;20;kg;12;;;;0;"";;1h 28m
2018-08-02 10:21:50;"Trening 2";"Cable Crunch";2;25;kg;12;;;;0;;;1h 28m
2018-08-02 10:21:50;"Trening 2";"Cable Crunch";3;30;kg;12;;;;0;;;1h 28m
2018-08-04 09:40:57;"Trening 1";"Bench Press (Barbell)";1;75;kg;5;;;;0;"";"";1h 47m
2018-08-04 09:40:57;"Trening 1";"Bench Press (Barbell)";2;70;kg;6;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Bench Press (Barbell)";3;65;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Bench Press (Barbell)";4;60;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Overhead Press (Barbell)";1;45;kg;5;;;;0;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Overhead Press (Barbell)";2;42,5;kg;6;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Overhead Press (Barbell)";3;40;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Overhead Press (Barbell)";4;37,5;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Squat (Barbell)";1;60;kg;5;;;;0;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Squat (Barbell)";2;55;kg;6;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Squat (Barbell)";3;50;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Squat (Barbell)";4;45;kg;8;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;9;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Triceps Dip";1;16;kg;12;;;;0;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Triceps Dip";2;16;kg;12;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Triceps Dip";3;16;kg;11;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Plank";2;;;;;;km;60;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Plank";3;;;;;;km;60;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Hanging Knee Raise";1;;;12;;;;0;"";;1h 47m
2018-08-04 09:40:57;"Trening 1";"Hanging Knee Raise";2;;;10;;;;0;;;1h 47m
2018-08-04 09:40:57;"Trening 1";"Hanging Knee Raise";3;;;10;;;;0;;;1h 47m
2018-08-07 11:32:09;"Trening 2";"Deadlift (Barbell)";1;77,5;kg;5;;;;0;"";"";1h 24m
2018-08-07 11:32:09;"Trening 2";"Deadlift (Barbell)";2;72,5;kg;6;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Deadlift (Barbell)";3;67,5;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Deadlift (Barbell)";4;62,5;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bent Over Row (Barbell)";1;52,5;kg;5;;;;0;"";;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bent Over Row (Barbell)";2;47,5;kg;6;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bent Over Row (Barbell)";3;45;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bent Over Row (Barbell)";4;42,5;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Pull Up";1;0;kg;8;;;;0;"";;1h 24m
2018-08-07 11:32:09;"Trening 2";"Pull Up";2;0;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Pull Up";3;0;kg;8;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Pull Up";4;0;kg;7;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bench Press (Dumbbell)";1;22,5;kg;11;;;;0;"";;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bench Press (Dumbbell)";2;22,5;kg;11;;;;0;;;1h 24m
2018-08-07 11:32:09;"Trening 2";"Bench Press (Dumbbell)";3;22,5;kg;8;;;;0;;;1h 24m
