Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2018-08-28 09:51:29;"Trening 1";"Overhead Press (Barbell)";3;40;kg;8;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Overhead Press (Barbell)";4;35;kg;8;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Squat (Barbell)";1;75;kg;5;;;;0;"";;2h 9m
2018-08-28 09:51:29;"Trening 1";"Squat (Barbell)";2;70;kg;6;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Squat (Barbell)";3;65;kg;8;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Squat (Barbell)";4;60;kg;8;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"pierwsza srria do ujebanie ale teraz technika, proste rece i jak najmniej machania tulowiem";;2h 9m
2018-08-28 09:51:29;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;12;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Triceps Dip";1;32;kg;12;;;;0;"28/08 1. 8/2/1/1 2. 5/2/11 3. ";;2h 9m
2018-08-28 09:51:29;"Trening 1";"Triceps Dip";2;32;kg;9;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Triceps Dip";3;32;kg;9;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Plank";1;;;;;;km;60;"";;2h 9m
2018-08-28 09:51:29;"Trening 1";"Plank";2;;;;;;km;60;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Plank";3;;;;;;km;60;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Hanging Knee Raise";1;;;13;;;;0;"";;2h 9m
2018-08-28 09:51:29;"Trening 1";"Hanging Knee Raise";2;;;13;;;;0;;;2h 9m
2018-08-28 09:51:29;"Trening 1";"Hanging Knee Raise";3;;;10;;;;0;;;2h 9m
2018-08-30 10:12:25;"Trening 2";"Deadlift (Barbell)";1;90;kg;5;;;;0;"";"";1h 44m
2018-08-30 10:12:25;"Trening 2";"Deadlift (Barbell)";2;85;kg;6;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Deadlift (Barbell)";3;80;kg;8;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Deadlift (Barbell)";4;75;kg;8;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bent Over Row (Barbell)";1;55;kg;5;;;;0;"30.08 55kg ";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bent Over Row (Barbell)";2;50;kg;6;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bent Over Row (Barbell)";3;45;kg;8;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bent Over Row (Barbell)";4;40;kg;8;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Pull Up";1;0;kg;10;;;;0;"";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Pull Up";2;0;kg;8;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Pull Up";3;0;kg;6;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Pull Up";4;0;kg;6;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bench Press (Dumbbell)";1;25;kg;10;;;;0;"";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bench Press (Dumbbell)";2;25;kg;10;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bench Press (Dumbbell)";3;25;kg;11;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bicep Curl (Dumbbell)";1;12,5;kg;12;;;;0;"";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bicep Curl (Dumbbell)";2;12,5;kg;10;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Bicep Curl (Dumbbell)";3;12,5;kg;10;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Plank";1;;;;;;km;60;"";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Plank";2;;;;;;km;60;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Plank";3;;;;;;km;60;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Cable Crunch";1;20;kg;12;;;;0;"";;1h 44m
2018-08-30 10:12:25;"Trening 2";"Cable Crunch";2;25;kg;12;;;;0;;;1h 44m
2018-08-30 10:12:25;"Trening 2";"Cable Crunch";3;30;kg;12;;;;0;;;1h 44m
2018-09-02 09:58:08;"Trening 1";"Bench Press (Barbell)";1;82,5;kg;5;;;;0;"02/09
3 pełne 
Full
Full
Full
";"";2h 2m
2018-09-02 09:58:08;"Trening 1";"Bench Press (Barbell)";2;72,5;kg;6;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Bench Press (Barbell)";3;72,5;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Bench Press (Barbell)";4;70;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Overhead Press (Barbell)";1;50;kg;5;;;;0;"";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Overhead Press (Barbell)";2;45;kg;6;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Overhead Press (Barbell)";3;42,5;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Overhead Press (Barbell)";4;40;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Squat (Barbell)";1;77,5;kg;5;;;;0;"";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Squat (Barbell)";2;72,5;kg;6;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Squat (Barbell)";3;67,5;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Squat (Barbell)";4;62,5;kg;8;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;12;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Triceps Dip";1;32;kg;12;;;;0;"12
11 - 11.5

";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Triceps Dip";2;32;kg;11;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Triceps Dip";3;32;kg;11;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Plank";1;;;;;;km;60;"";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Plank";2;;;;;;km;60;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Plank";3;;;;;;km;60;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Hanging Knee Raise";1;;;15;;;;0;"";;2h 2m
2018-09-02 09:58:08;"Trening 1";"Hanging Knee Raise";2;;;15;;;;0;;;2h 2m
2018-09-02 09:58:08;"Trening 1";"Hanging Knee Raise";3;;;15;;;;0;;;2h 2m
2018-09-04 09:43:15;"Trening 2";"Deadlift (Barbell)";1;92,5;kg;5;;;;0;"";"";2h 3m
2018-09-04 09:43:15;"Trening 2";"Deadlift (Barbell)";2;87,5;kg;6;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Deadlift (Barbell)";3;82,5;kg;8;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Deadlift (Barbell)";4;80;kg;8;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bent Over Row (Barbell)";1;57,5;kg;5;;;;0;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bent Over Row (Barbell)";2;52,5;kg;6;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bent Over Row (Barbell)";3;47,5;kg;8;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bent Over Row (Barbell)";4;42,5;kg;8;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Pull Up";1;0;kg;10;;;;0;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Pull Up";2;0;kg;9;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Pull Up";3;0;kg;7;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Pull Up";4;0;kg;8;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bench Press (Dumbbell)";1;27,5;kg;10;;;;0;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bench Press (Dumbbell)";2;27,5;kg;10;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bench Press (Dumbbell)";3;27,5;kg;9;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bicep Curl (Dumbbell)";1;12,5;kg;12;;;;0;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bicep Curl (Dumbbell)";2;12,5;kg;12;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Bicep Curl (Dumbbell)";3;12,5;kg;10;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Plank";1;;;;;;km;60;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Plank";2;;;;;;km;60;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Plank";3;;;;;;km;60;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Cable Crunch";1;25;kg;20;;;;0;"";;2h 3m
2018-09-04 09:43:15;"Trening 2";"Cable Crunch";2;30;kg;20;;;;0;;;2h 3m
2018-09-04 09:43:15;"Trening 2";"Cable Crunch";3;40;kg;11;;;;0;;;2h 3m
2018-09-06 09:36:15;"Trening 1";"Bench Press (Barbell)";1;85;kg;4;;;;0;"";"";1h 44m
2018-09-06 09:36:15;"Trening 1";"Bench Press (Barbell)";2;80;kg;6;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Bench Press (Barbell)";3;75;kg;7;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Bench Press (Barbell)";4;70;kg;7;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Overhead Press (Barbell)";1;52,5;kg;4;;;;0;"";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Overhead Press (Barbell)";2;47,5;kg;5;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Overhead Press (Barbell)";3;42,5;kg;7;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Overhead Press (Barbell)";4;40;kg;8;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Squat (Barbell)";1;80;kg;5;;;;0;"";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Squat (Barbell)";2;75;kg;6;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Squat (Barbell)";3;70;kg;8;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Squat (Barbell)";4;65;kg;8;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;12;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Triceps Dip";1;32;kg;12;;;;0;"1. full
2. 10 + 2
3. ";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Triceps Dip";2;32;kg;12;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Triceps Dip";3;32;kg;12;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Plank";2;;;;;;km;60;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Plank";3;;;;;;km;60;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Hanging Knee Raise";1;;;15;;;;0;"";;1h 44m
2018-09-06 09:36:15;"Trening 1";"Hanging Knee Raise";2;;;15;;;;0;;;1h 44m
2018-09-06 09:36:15;"Trening 1";"Hanging Knee Raise";3;;;15;;;;0;;;1h 44m
2018-09-09 09:49:20;"Trening 2";"Deadlift (Barbell)";1;95;kg;5;;;;0;"";"";2h 22m
2018-09-09 09:49:20;"Trening 2";"Deadlift (Barbell)";2;90;kg;6;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Deadlift (Barbell)";3;85;kg;8;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Deadlift (Barbell)";4;80;kg;8;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bent Over Row (Barbell)";1;60;kg;5;;;;0;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bent Over Row (Barbell)";2;55;kg;6;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bent Over Row (Barbell)";3;50;kg;8;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bent Over Row (Barbell)";4;45;kg;8;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Pull Up";1;0;kg;10;;;;0;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Pull Up";2;0;kg;9;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Pull Up";3;0;kg;7;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Pull Up";4;0;kg;10;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bench Press (Dumbbell)";1;30;kg;10;;;;0;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bench Press (Dumbbell)";2;30;kg;9;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bench Press (Dumbbell)";3;30;kg;7;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bicep Curl (Dumbbell)";1;12,5;kg;12;;;;0;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bicep Curl (Dumbbell)";2;12,5;kg;10;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Bicep Curl (Dumbbell)";3;12,5;kg;8;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Plank";1;;;;;;km;60;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Plank";2;;;;;;km;60;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Plank";3;;;;;;km;60;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Cable Crunch";1;25;kg;20;;;;0;"";;2h 22m
2018-09-09 09:49:20;"Trening 2";"Cable Crunch";2;30;kg;20;;;;0;;;2h 22m
2018-09-09 09:49:20;"Trening 2";"Cable Crunch";3;35;kg;20;;;;0;;;2h 22m
2018-09-11 09:42:02;"Trening 1";"Bench Press (Barbell)";1;82,5;kg;3;;;;0;"";"";1h 43m
2018-09-11 09:42:02;"Trening 1";"Bench Press (Barbell)";2;77,5;kg;4;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Bench Press (Barbell)";3;72,5;kg;6;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Bench Press (Barbell)";4;67,5;kg;8;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Overhead Press (Barbell)";1;52,5;kg;5;;;;0;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Overhead Press (Barbell)";2;47,5;kg;6;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Overhead Press (Barbell)";3;42,5;kg;8;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Overhead Press (Barbell)";4;40;kg;8;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Squat (Barbell)";1;80;kg;5;;;;0;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Squat (Barbell)";2;75;kg;6;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Squat (Barbell)";3;70;kg;8;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Squat (Barbell)";4;65;kg;8;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;12;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Triceps Dip";1;32;kg;12;;;;0;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Triceps Dip";2;32;kg;10;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Triceps Dip";3;32;kg;9;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Plank";2;;;;;;km;60;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Plank";3;;;;;;km;60;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Hanging Knee Raise";1;;;16;;;;0;"";;1h 43m
2018-09-11 09:42:02;"Trening 1";"Hanging Knee Raise";2;;;16;;;;0;;;1h 43m
2018-09-11 09:42:02;"Trening 1";"Hanging Knee Raise";3;;;17;;;;0;;;1h 43m
2018-09-14 09:47:04;"Trening 2";"Deadlift (Barbell)";1;95;kg;5;;;;0;"";"";1h 39m
2018-09-14 09:47:04;"Trening 2";"Deadlift (Barbell)";2;90;kg;6;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Deadlift (Barbell)";3;85;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Deadlift (Barbell)";4;80;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bent Over Row (Barbell)";1;60;kg;6;;;;0;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bent Over Row (Barbell)";2;55;kg;6;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bent Over Row (Barbell)";3;50;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bent Over Row (Barbell)";4;45;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Pull Up";1;0;kg;10;;;;0;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Pull Up";2;0;kg;7;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Pull Up";3;0;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Pull Up";4;0;kg;10;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bench Press (Dumbbell)";1;30;kg;10;;;;0;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bench Press (Dumbbell)";2;30;kg;9;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bench Press (Dumbbell)";3;30;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bicep Curl (Dumbbell)";1;12,5;kg;12;;;;0;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bicep Curl (Dumbbell)";2;12,5;kg;12;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Bicep Curl (Dumbbell)";3;12,5;kg;8;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Plank";1;;;;;;km;60;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Plank";2;;;;;;km;60;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Plank";3;;;;;;km;60;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Cable Crunch";1;25;kg;20;;;;0;"";;1h 39m
2018-09-14 09:47:04;"Trening 2";"Cable Crunch";2;30;kg;15;;;;0;;;1h 39m
2018-09-14 09:47:04;"Trening 2";"Cable Crunch";3;35;kg;15;;;;0;;;1h 39m
2018-09-16 09:50:48;"Trening 1";"Bench Press (Barbell)";1;85;kg;4;;;;0;"";"";1h 57m
2018-09-16 09:50:48;"Trening 1";"Bench Press (Barbell)";2;80;kg;5;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Bench Press (Barbell)";3;75;kg;6;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Bench Press (Barbell)";4;70;kg;8;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Overhead Press (Barbell)";1;52,5;kg;2;;;;0;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Overhead Press (Barbell)";2;45;kg;6;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Overhead Press (Barbell)";3;40;kg;8;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Overhead Press (Barbell)";4;35;kg;8;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Squat (Barbell)";1;80;kg;5;;;;0;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Squat (Barbell)";2;75;kg;6;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Squat (Barbell)";3;70;kg;8;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Squat (Barbell)";4;65;kg;8;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Front Raise (Dumbbell)";1;10;kg;12;;;;0;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Front Raise (Dumbbell)";2;10;kg;12;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Triceps Dip";1;32;kg;12;;;;0;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Triceps Dip";2;32;kg;10;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Triceps Dip";3;32;kg;10;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Plank";1;;;;;;km;60;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Plank";2;;;;;;km;60;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Plank";3;;;;;;km;60;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Hanging Knee Raise";1;;;20;;;;0;"";;1h 57m
2018-09-16 09:50:48;"Trening 1";"Hanging Knee Raise";2;;;18;;;;0;;;1h 57m
2018-09-16 09:50:48;"Trening 1";"Hanging Knee Raise";3;;;15;;;;0;;;1h 57m
2018-09-18 09:46:48;"Trening 2";"Deadlift (Barbell)";1;97,5;kg;5;;;;0;"";"";1h 44m
2018-09-18 09:46:48;"Trening 2";"Deadlift (Barbell)";2;92,5;kg;6;;;;0;;;1h 44m
